ten_case,hang,thong_so,gia_vnd,link_hinh_anh,category
Thùng máy E-Dra ECS1105 Micro-ATX,Unknown,Thùng máy E-Dra ECS1105 Micro-ATX,219000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Edra ECS 1303 - White,Unknown,Thùng máy Edra ECS 1303 - White,429000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Gamdias Aura GC2 Elite ARGB F-ATX (Kèm Sẵn 4F ARGB) - Đen,Unknown,Thùng máy Gamdias Aura GC2 Elite ARGB F-ATX (Kèm Sẵn 4F ARGB) - Đen,699000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Gamdias Aura GC2 Elite ARGB F-ATX (Kèm Sẵn 4F ARGB) - Trắng,Unknown,Thùng máy Gamdias Aura GC2 Elite ARGB F-ATX (Kèm Sẵn 4F ARGB) - Trắng,769000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Gamdias Aura GC9M Elite ARGB M-ATX (Kèm Sẵn 3F ARGB) - Đen,Unknown,Thùng máy Gamdias Aura GC9M Elite ARGB M-ATX (Kèm Sẵn 3F ARGB) - Đen,689000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Gamdias Aura GC9M Elite ARGB M-ATX (Kèm Sẵn 3F ARGB) - Trắng,Unknown,Thùng máy Gamdias Aura GC9M Elite ARGB M-ATX (Kèm Sẵn 3F ARGB) - Trắng,719000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Gamdias GC10M V2 ARGB M-ATX (Kèm Sẵn 3F ARGB) - Đen,Unknown,Thùng máy Gamdias GC10M V2 ARGB M-ATX (Kèm Sẵn 3F ARGB) - Đen,1099000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Gamdias GC10M V2 ARGB M-ATX (Kèm Sẵn 3F ARGB) - Trắng,Unknown,Thùng máy Gamdias GC10M V2 ARGB M-ATX (Kèm Sẵn 3F ARGB) - Trắng,1169000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Gaming LinkTech Bahamut 4FA Full Atx (Kèm Sẵn 4F ARGB) (Hồ Cá),Unknown,Thùng máy Gaming LinkTech Bahamut 4FA Full Atx (Kèm Sẵn 4F ARGB) (Hồ Cá),1099000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Gaming LinkTech Bahamut M 4F M-ATX (Kèm Sẵn 4 Fan Fixed RGB) - Đen,Unknown,Thùng máy Gaming LinkTech Bahamut M 4F M-ATX (Kèm Sẵn 4 Fan Fixed RGB) - Đen,559000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Gigabyte AC300G (GB-AC300G) - Đen,Gigabyte,Thùng máy Gigabyte AC300G (GB-AC300G) - Đen,990000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Gigabyte C400 Glass - Black (GB-AC400G),Gigabyte,Thùng máy Gigabyte C400 Glass - Black (GB-AC400G),3399000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Hyte Y60 Black - Kèm sẵn cáp Riser PCIe 4.0 (CS-HYTE-Y60-B),Unknown,Thùng máy Hyte Y60 Black - Kèm sẵn cáp Riser PCIe 4.0 (CS-HYTE-Y60-B),5450000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Hyte Y70 Standard Black - Kèm sẵn cable riser PCIe 4.0 (CS-HYTE-Y70-B),Unknown,Thùng máy Hyte Y70 Standard Black - Kèm sẵn cable riser PCIe 4.0 (CS-HYTE-Y70-B),5799000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Hyte Y70 Touch Infinite - Đen | Kèm sẵn Cable Riser PCIe 4.0 (CS-HYTE-Y70TTI-BB),Unknown,Thùng máy Hyte Y70 Touch Infinite - Đen | Kèm sẵn Cable Riser PCIe 4.0 (CS-HYTE-Y70TTI-BB),12299000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Hyte Y70 Touch Infinite - White | Kèm sẵn cable riser PCIe4.0 (CS-HYTE-Y70TI-WW),Unknown,Thùng máy Hyte Y70 Touch Infinite - White | Kèm sẵn cable riser PCIe4.0 (CS-HYTE-Y70TI-WW),11499000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy InWin 303C White ATX Mid Tower – Tempered Glass (Trắng),InWin,Thùng máy InWin 303C White ATX Mid Tower – Tempered Glass (Trắng),2850000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Inwin Explorer Bone ITX (Trắng),InWin,Thùng máy Inwin Explorer Bone ITX (Trắng),1599000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Jetek Game – X1 Tặng 3 Fan RGB (Đen),Unknown,Thùng máy Jetek Game – X1 Tặng 3 Fan RGB (Đen),810000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Jetek Game – X1 Tặng 3 Fan RGB (Trắng),Unknown,Thùng máy Jetek Game – X1 Tặng 3 Fan RGB (Trắng),840000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Jetek Squid Game - Z5 (Đen ; Kèm dãy led RGB; No Fan),Unknown,Thùng máy Jetek Squid Game - Z5 (Đen ; Kèm dãy led RGB; No Fan),999000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Jonsbo C6 Max Micro-ATX | Màu trắng,Jonsbo,Thùng máy Jonsbo C6 Max Micro-ATX | Màu trắng,929000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Jonsbo C6 Mini-ITX - Black | Có tay cầm,Jonsbo,Thùng máy Jonsbo C6 Mini-ITX - Black | Có tay cầm,849000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Jonsbo C6 Mini-ITX - White | Có tay cầm,Jonsbo,Thùng máy Jonsbo C6 Mini-ITX - White | Có tay cầm,899000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
"Thùng máy Jonsbo D200 Micro-ATX | Đen, Kính Cong",Jonsbo,"Thùng máy Jonsbo D200 Micro-ATX | Đen, Kính Cong",1469000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
"Thùng máy Jonsbo D200 Micro-ATX | Trắng, Kính Cong",Jonsbo,"Thùng máy Jonsbo D200 Micro-ATX | Trắng, Kính Cong",1469000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Jonsbo T6 Mini-ITX - Bạc,Jonsbo,Thùng máy Jonsbo T6 Mini-ITX - Bạc,2649000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
"Thùng máy Jonsbo T8 Plus Black | Mini-ITX, PSU ATX",Jonsbo,"Thùng máy Jonsbo T8 Plus Black | Mini-ITX, PSU ATX",1690000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
"Thùng máy Jonsbo T8 Plus Silver | Mini-ITX, PSU ATX",Jonsbo,"Thùng máy Jonsbo T8 Plus Silver | Mini-ITX, PSU ATX",1690000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Jonsbo TK-0 Mini-ITX - Black,Jonsbo,Thùng máy Jonsbo TK-0 Mini-ITX - Black,2499000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Jonsbo TK-0 Mini-ITX - White,Jonsbo,Thùng máy Jonsbo TK-0 Mini-ITX - White,2539000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Jonsbo TK-1 2.0 - Đen | Micro ATX,Jonsbo,Thùng máy Jonsbo TK-1 2.0 - Đen | Micro ATX,2299000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Jonsbo TK-1 2.0 - Trắng bạc | Micro ATX,Jonsbo,Thùng máy Jonsbo TK-1 2.0 - Trắng bạc | Micro ATX,2299000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Jonsbo TK-2 ATX - Trắng,Jonsbo,Thùng máy Jonsbo TK-2 ATX - Trắng,2341000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Jonsbo TK-3 ATX | Màu đen,Jonsbo,Thùng máy Jonsbo TK-3 ATX | Màu đen,2049000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Jonsbo TK-3 ATX | Màu trắng,Jonsbo,Thùng máy Jonsbo TK-3 ATX | Màu trắng,2049000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Jonsbo Z20 Micro ATX - White | Có tay cầm,Jonsbo,Thùng máy Jonsbo Z20 Micro ATX - White | Có tay cầm,1679000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Jonsbo Z20 Micro-ATX - Black | Có tay cầm,Jonsbo,Thùng máy Jonsbo Z20 Micro-ATX - Black | Có tay cầm,1599000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Leopard AX-1 ATX (Không Kèm Fan) - Đen,Unknown,Thùng máy Leopard AX-1 ATX (Không Kèm Fan) - Đen,999000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Leopard AX-1 ATX (Không Kèm Fan) - Trắng,Unknown,Thùng máy Leopard AX-1 ATX (Không Kèm Fan) - Trắng,1049000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Lian Li 011 Dynamic White,Lian Li,Thùng máy Lian Li 011 Dynamic White,3150000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
"Thùng máy Lian Li 011 Vision Compact ATX | Trắng, không kèm fan (011VPW)",Lian Li,"Thùng máy Lian Li 011 Vision Compact ATX | Trắng, không kèm fan (011VPW)",3199000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Lian Li DAN A3 mATX - Black,Lian Li,Thùng máy Lian Li DAN A3 mATX - Black,1889000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Lian Li Lancool 207 ATX - Đen | Kèm sẵn 4 fan (CASELL207RX),Lian Li,Thùng máy Lian Li Lancool 207 ATX - Đen | Kèm sẵn 4 fan (CASELL207RX),1999000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Lian Li Lancool 207 ATX - Trắng | Kèm sẵn 4 fan (CASELL207RW),Lian Li,Thùng máy Lian Li Lancool 207 ATX - Trắng | Kèm sẵn 4 fan (CASELL207RW),2099000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Lian Li Vector V100 - Đen (CASELLV100X),Lian Li,Thùng máy Lian Li Vector V100 - Đen (CASELLV100X),1299000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Lian Li Vector V100 - Trắng (CASELLV100W),Lian Li,Thùng máy Lian Li Vector V100 - Trắng (CASELLV100W),1399000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy LinkTech IFRIT (Chưa Kèm FAN) - Đen,Unknown,Thùng máy LinkTech IFRIT (Chưa Kèm FAN) - Đen,519000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy LinkTech IFRIT ARGB Có Dải Led (Chưa Kèm FAN) - Đen,Unknown,Thùng máy LinkTech IFRIT ARGB Có Dải Led (Chưa Kèm FAN) - Đen,649000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy LinkTech Shiva (Chưa Kèm FAN) - Đen,Unknown,Thùng máy LinkTech Shiva (Chưa Kèm FAN) - Đen,589000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy LinkTech Shiva ARGB Có Dải Led (Chưa Kèm FAN) - Đen,Unknown,Thùng máy LinkTech Shiva ARGB Có Dải Led (Chưa Kèm FAN) - Đen,749000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
"Thùng máy Magic A-01 | ATX, Không Fan",Unknown,"Thùng máy Magic A-01 | ATX, Không Fan",245000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
"Thùng máy Magic Aqua-M Ultra Pro - Đen | Full Micro ATX, AIO 360 Top",Unknown,"Thùng máy Magic Aqua-M Ultra Pro - Đen | Full Micro ATX, AIO 360 Top",699000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
"Thùng máy Magic Aqua-M Ultra Pro - Trắng | Full Micro ATX, AIO 360 Top",Unknown,"Thùng máy Magic Aqua-M Ultra Pro - Trắng | Full Micro ATX, AIO 360 Top",769000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Magic AquaM ULTra Songoku (Small M-ATX),Unknown,Thùng máy Magic AquaM ULTra Songoku (Small M-ATX),439000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Magic AquaM ULTra Songoku (Small M-ATX),Unknown,Thùng máy Magic AquaM ULTra Songoku (Small M-ATX),429000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Magic Gaming GA-02 Curved F-ATX Support AIO 360 (Hồ Cá) Không Kèm Sẵn Fan - Đen,Unknown,Thùng máy Magic Gaming GA-02 Curved F-ATX Support AIO 360 (Hồ Cá) Không Kèm Sẵn Fan - Đen,949000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Magic Gaming GM-02 Curved M-ATX Support AIO 240 (Hồ Cá) Không Kèm Sẵn Fan - Trắng,Unknown,Thùng máy Magic Gaming GM-02 Curved M-ATX Support AIO 240 (Hồ Cá) Không Kèm Sẵn Fan - Trắng,579000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Magic Gaming GM-02 Pro Curved M-ATX Support AIO 360 (Hồ Cá) Không Kèm Sẵn Fan - Đen,Unknown,Thùng máy Magic Gaming GM-02 Pro Curved M-ATX Support AIO 360 (Hồ Cá) Không Kèm Sẵn Fan - Đen,759000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
"Thùng máy Magic GM-01 Black Mesh | Đen, kèm sẵn 4 Fan RGB, mặt lưới",Unknown,"Thùng máy Magic GM-01 Black Mesh | Đen, kèm sẵn 4 Fan RGB, mặt lưới",605000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
"Thùng máy Magic GM-01 Mesh - Trắng | Micro ATX, Sẵn 4 fan RGB",Unknown,"Thùng máy Magic GM-01 Mesh - Trắng | Micro ATX, Sẵn 4 fan RGB",625000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
"Thùng máy Magic GM-01 White | Micro ATX, sẵn 4 fan RGB",Unknown,"Thùng máy Magic GM-01 White | Micro ATX, sẵn 4 fan RGB",645000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
"Thùng máy Magic GM-01 | Micro ATX, sẵn 4 fan RGB",Unknown,"Thùng máy Magic GM-01 | Micro ATX, sẵn 4 fan RGB",620000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy MAGIC GM-03 Black | Sẵn 4 fan RGB,Unknown,Thùng máy MAGIC GM-03 Black | Sẵn 4 fan RGB,520000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Magic GM-06L Pro (Led RGB/ARGB) (Full M-ATX) (Aio 360 Top) - Đen,Unknown,Thùng máy Magic GM-06L Pro (Led RGB/ARGB) (Full M-ATX) (Aio 360 Top) - Đen,669000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Magic GM-08L Pro (Led RGB/ARGB) (Full M-ATX) (Aio 360 Top) - Đen,Unknown,Thùng máy Magic GM-08L Pro (Led RGB/ARGB) (Full M-ATX) (Aio 360 Top) - Đen,749000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
"Thùng máy Magic Luxury 4F - Đen | Full Tower, kèm sẵn 4 fan",Unknown,"Thùng máy Magic Luxury 4F - Đen | Full Tower, kèm sẵn 4 fan",650000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
"Thùng máy Magic Luxury 4F - Trắng | Full Tower, kèm sẵn 4 fan",Unknown,"Thùng máy Magic Luxury 4F - Trắng | Full Tower, kèm sẵn 4 fan",660000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
"Thùng máy Magic M-07 (M-ATX, ITX)",Unknown,"Thùng máy Magic M-07 (M-ATX, ITX)",225000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
"Thùng máy Magic MIX - Hồng | Micro ATX, không kèm fan",Unknown,"Thùng máy Magic MIX - Hồng | Micro ATX, không kèm fan",459000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
"Thùng máy Magic MIX - Trắng | Micro ATX, không kèm fan",Unknown,"Thùng máy Magic MIX - Trắng | Micro ATX, không kèm fan",449000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
"Thùng máy MAGIC Mix Full Tower - Đen | E-ATX, không fan",Unknown,"Thùng máy MAGIC Mix Full Tower - Đen | E-ATX, không fan",879000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
"Thùng máy MAGIC Mix Full Tower - Trắng | E-ATX, không fan",Unknown,"Thùng máy MAGIC Mix Full Tower - Trắng | E-ATX, không fan",919000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
"Thùng máy Magic MIX Tower Pro | Trắng, AIO 360, không kèm fan",Unknown,"Thùng máy Magic MIX Tower Pro | Trắng, AIO 360, không kèm fan",829000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
"Thùng máy Magic MIX-Tower Đen | Micro ATX, không fan",Unknown,"Thùng máy Magic MIX-Tower Đen | Micro ATX, không fan",509000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
"Thùng máy Magic MIX-Tower Trắng | Micro ATX, không fan",Unknown,"Thùng máy Magic MIX-Tower Trắng | Micro ATX, không fan",529000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
"Thùng máy Magic Roger RGB M-ATX | Black, không kèm fan",ASUS,"Thùng máy Magic Roger RGB M-ATX | Black, không kèm fan",799000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
"Thùng máy Magic Vila Ultra - Đen | E-ATX, không Fan",Unknown,"Thùng máy Magic Vila Ultra - Đen | E-ATX, không Fan",1199000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
"Thùng máy Magic Vila Ultra - Trắng | E-ATX, không Fan",Unknown,"Thùng máy Magic Vila Ultra - Trắng | E-ATX, không Fan",1199000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy MIK Aether Gaming - Đen | Không kèm fan,Unknown,Thùng máy MIK Aether Gaming - Đen | Không kèm fan,590000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy MIK Aether Gaming - Trắng | Không kèm fan,Unknown,Thùng máy MIK Aether Gaming - Trắng | Không kèm fan,599000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy MIK Aion Black | Kèm sẵn 3 Fan RGB,Unknown,Thùng máy MIK Aion Black | Kèm sẵn 3 Fan RGB,630000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Mik Barbatos M 360 - Black | Không kèm fan,Unknown,Thùng máy Mik Barbatos M 360 - Black | Không kèm fan,949000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
"Thùng máy Mik Focalors | Đen, không kèm fan",Unknown,"Thùng máy Mik Focalors | Đen, không kèm fan",949000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy MIK G3 Prism Glass M (M-ATX),Unknown,Thùng máy MIK G3 Prism Glass M (M-ATX),599000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy MIK G7 Led Strip (M-ATX),Unknown,Thùng máy MIK G7 Led Strip (M-ATX),839000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy MIK G8 Nova X (F-ATX) Trần Kính (Không kèm Fan),Unknown,Thùng máy MIK G8 Nova X (F-ATX) Trần Kính (Không kèm Fan),1279000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy MIK G8 Nova X (M-ATX) Trần Kính (Không kèm Fan),Unknown,Thùng máy MIK G8 Nova X (M-ATX) Trần Kính (Không kèm Fan),1049000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
"Thùng máy MIK Lumine 4FA - Trắng, kèm 4 fan ARGB",Unknown,"Thùng máy MIK Lumine 4FA - Trắng, kèm 4 fan ARGB",1399000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy MIK LV12 MINI ELITE - BLACK,Unknown,Thùng máy MIK LV12 MINI ELITE - BLACK,999000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy MIK LV12 MINI ELITE - White,Unknown,Thùng máy MIK LV12 MINI ELITE - White,999000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy MIK Morax 3FA - Đen,Unknown,Thùng máy MIK Morax 3FA - Đen,729000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
"Thùng máy MIK Storm 360 - White | Trắng, không kèm fan",Unknown,"Thùng máy MIK Storm 360 - White | Trắng, không kèm fan",899000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Mirage2000 Forgame (Mirage2000),Unknown,Thùng máy Mirage2000 Forgame (Mirage2000),600000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
"Thùng máy Montech Heritage Pro (Mini PC) | Đen, kèm sẵn 4 fan",Unknown,"Thùng máy Montech Heritage Pro (Mini PC) | Đen, kèm sẵn 4 fan",2191000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
"Thùng máy Montech Heritage Pro (Mini PC) | Trắng, kèm sẵn 4 fan",Unknown,"Thùng máy Montech Heritage Pro (Mini PC) | Trắng, kèm sẵn 4 fan",2399000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Montech King 95 Ultra LTD Editon - Black | Sẵn 6 fan ARGB,Unknown,Thùng máy Montech King 95 Ultra LTD Editon - Black | Sẵn 6 fan ARGB,5549000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
