ten_case,hang,thong_so,gia_vnd,link_hinh_anh,category
Thùng máy Montech Sky Two GX - Black | Kèm sẵn 3 fan 14cm,Unknown,Thùng máy Montech Sky Two GX - Black | Kèm sẵn 3 fan 14cm,1999000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Montech Sky Two GX - White | Kèm sẵn 3 fan 14cm,Unknown,Thùng máy Montech Sky Two GX - White | Kèm sẵn 3 fan 14cm,2099000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
"Thùng máy Montech Sky Two | Mid Tower, Kèm sẵn 4 fan RGB",Unknown,"Thùng máy Montech Sky Two | Mid Tower, Kèm sẵn 4 fan RGB",18900002090000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Montech X2 White (Trắng) (Tặng 3 Fan Rainbow),Unknown,Thùng máy Montech X2 White (Trắng) (Tặng 3 Fan Rainbow),750000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Montech X3 Glass - Đen | Gắn sẵn 6 fan RGB,Unknown,Thùng máy Montech X3 Glass - Đen | Gắn sẵn 6 fan RGB,1030000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Montech X3 Mesh Trắng (Gắn Sẵn 6 Fan RGB),Unknown,Thùng máy Montech X3 Mesh Trắng (Gắn Sẵn 6 Fan RGB),1050000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
"Thùng máy Montech X3 Mesh | Đen, Kèm sẵn 6 Fan RGB",Unknown,"Thùng máy Montech X3 Mesh | Đen, Kèm sẵn 6 Fan RGB",990000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
"Thùng máy Montech XR ATX - Black | Hồ cá, kèm sẵn 3 fan",Unknown,"Thùng máy Montech XR ATX - Black | Hồ cá, kèm sẵn 3 fan",1279000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy MSI MAG Forge 120A AirFlow | Kèm sẵn 6 fan RGB,MSI,Thùng máy MSI MAG Forge 120A AirFlow | Kèm sẵn 6 fan RGB,999000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy MSI MAG Forge 320R AirFlow | Kèm sẵn 4 fan ARGB,MSI,Thùng máy MSI MAG Forge 320R AirFlow | Kèm sẵn 4 fan ARGB,1299000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
"Thùng máy MSI MAG FORGE M100A | Đen, kèm sẵn 4 Fan RGB",MSI,"Thùng máy MSI MAG FORGE M100A | Đen, kèm sẵn 4 Fan RGB",899000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy MSI Pano 130R MLG Edition (Kèm Sẵn 4F ARGB),MSI,Thùng máy MSI Pano 130R MLG Edition (Kèm Sẵn 4F ARGB),5020000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
"Thùng máy NZXT H210i - Đen đỏ | Mini ITX, nhập khẩu (CA-H210i-W1)",NZXT,"Thùng máy NZXT H210i - Đen đỏ | Mini ITX, nhập khẩu (CA-H210i-W1)",1299000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
"Thùng máy NZXT H210i - Đen trắng | Mini ITX, nhập khẩu (CA-H210i-W1)",NZXT,"Thùng máy NZXT H210i - Đen trắng | Mini ITX, nhập khẩu (CA-H210i-W1)",1299000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
"Thùng máy NZXT H210i - Đen | Mini ITX, nhập khẩu (CA-H210i-W1)",NZXT,"Thùng máy NZXT H210i - Đen | Mini ITX, nhập khẩu (CA-H210i-W1)",1299000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy NZXT H5 Elite Black (CC-H51EB-01),NZXT,Thùng máy NZXT H5 Elite Black (CC-H51EB-01),2890000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy NZXT H5 Flow Black (CC-H51FB-01),NZXT,Thùng máy NZXT H5 Flow Black (CC-H51FB-01),1749000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy NZXT H5 Flow RGB WHITE,NZXT,Thùng máy NZXT H5 Flow RGB WHITE,2580000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy NZXT H5 Flow White (CC-H51FW-01),NZXT,Thùng máy NZXT H5 Flow White (CC-H51FW-01),1850000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy NZXT H510 (CA-H510B-W1) (Trắng),NZXT,Thùng máy NZXT H510 (CA-H510B-W1) (Trắng),1800000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy NZXT H510 Elite Matte Black (CA-H510E-B1) (Đen),NZXT,Thùng máy NZXT H510 Elite Matte Black (CA-H510E-B1) (Đen),2239000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy NZXT H7 Elite (Đen),NZXT,Thùng máy NZXT H7 Elite (Đen),4590000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy NZXT H7 Elite RGB White,NZXT,Thùng máy NZXT H7 Elite RGB White,3699000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy NZXT H7 Flow 2024 - White | kèm sẵn 3 fan F120Q (CM-H72FW-01),NZXT,Thùng máy NZXT H7 Flow 2024 - White | kèm sẵn 3 fan F120Q (CM-H72FW-01),2999000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy NZXT H7 Flow RGB 2024 - Black | Kèm sẵn 1 fan F360 RGB Core (CM-H72FB-R1),NZXT,Thùng máy NZXT H7 Flow RGB 2024 - Black | Kèm sẵn 1 fan F360 RGB Core (CM-H72FB-R1),3599000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy NZXT H7 Flow RGB 2024 - White | Kèm sẵn 1 fan F360 RGB Core (CM-H72FW-R1),NZXT,Thùng máy NZXT H7 Flow RGB 2024 - White | Kèm sẵn 1 fan F360 RGB Core (CM-H72FW-R1),3599000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy NZXT H7 Flow RGB Black,NZXT,Thùng máy NZXT H7 Flow RGB Black,3460000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy NZXT H7 Flow White,NZXT,Thùng máy NZXT H7 Flow White,2790000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
"Thùng máy NZXT H9 Elite (Black/ White) | Mid Tower, kèm sẵn 4 fan",NZXT,"Thùng máy NZXT H9 Elite (Black/ White) | Mid Tower, kèm sẵn 4 fan",52400005390000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Phanteks Eclipse P400 Air Tempered Glass Black (3 Fan RGB) – CSEPH-EC400ATG-DBK01,Phanteks,Thùng máy Phanteks Eclipse P400 Air Tempered Glass Black (3 Fan RGB) – CSEPH-EC400ATG-DBK01,1999000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
"Thùng máy RedMoon Naked PC - Đen | Open case, không fan",Unknown,"Thùng máy RedMoon Naked PC - Đen | Open case, không fan",549000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Sama A302,Sama,Thùng máy Sama A302,299000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
"Thùng máy Segotep Endura 240S - Đen | Micro ATX, không fan",Segotep,"Thùng máy Segotep Endura 240S - Đen | Micro ATX, không fan",549000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
"Thùng máy Segotep Endura Pro+ Đen | Full-ATX, không fan",Segotep,"Thùng máy Segotep Endura Pro+ Đen | Full-ATX, không fan",890000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Shiny Snake G500 LCD Mini ITX - Black,Unknown,Thùng máy Shiny Snake G500 LCD Mini ITX - Black,2649000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Thermaltake Core P3 TG Pro - Đen (CA-1G4-00M1WN-09),Thermaltake,Thùng máy Thermaltake Core P3 TG Pro - Đen (CA-1G4-00M1WN-09),2990000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
"Thùng máy Thermaltake CTE E600 MX Snow Mid Tower Chassis | Trắng, không kèm fan (CA-1Y3-00M6WN-00)",Thermaltake,"Thùng máy Thermaltake CTE E600 MX Snow Mid Tower Chassis | Trắng, không kèm fan (CA-1Y3-00M6WN-00)",4190000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Thermaltake CTE E660 MX - Đen (CA-1Y3-00M1WN-01),Thermaltake,Thùng máy Thermaltake CTE E660 MX - Đen (CA-1Y3-00M1WN-01),3999000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Thermaltake Divider 300 TG Snow ARGB Mid Tower Chassis (Trắng) (CA-1S2-00M6WN-01),Thermaltake,Thùng máy Thermaltake Divider 300 TG Snow ARGB Mid Tower Chassis (Trắng) (CA-1S2-00M6WN-01),1890000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Thermaltake Divider 500 TG Mid Tower Chassis,Thermaltake,Thùng máy Thermaltake Divider 500 TG Mid Tower Chassis,30500003550000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
"Thùng máy Thermaltake H570 TG ARGB Snow Mid Tower Chassis | Trắng, sẵn 3 fan ARGB (CA-1T9-00M6WN-01)",Thermaltake,"Thùng máy Thermaltake H570 TG ARGB Snow Mid Tower Chassis | Trắng, sẵn 3 fan ARGB (CA-1T9-00M6WN-01)",1899000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
"Thùng máy Thermaltake S200 TG ARGB Mid Tower Chassis | Đen, sẵn 4 fan ARGB (CA-1X2-00M1WN-00)",Thermaltake,"Thùng máy Thermaltake S200 TG ARGB Mid Tower Chassis | Đen, sẵn 4 fan ARGB (CA-1X2-00M1WN-00)",1250000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
"Thùng máy Thermaltake S200 TG ARGB Snow Mid Tower Chassis | Trắng, sẵn 4 fan ARGB (CA-1X2-00M6WN-00)",Thermaltake,"Thùng máy Thermaltake S200 TG ARGB Snow Mid Tower Chassis | Trắng, sẵn 4 fan ARGB (CA-1X2-00M6WN-00)",1149000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Thermaltake S300 TG Snow Edition Mid-Tower Chassis (Trắng) (CA-1P5-00M6WN-00),Thermaltake,Thùng máy Thermaltake S300 TG Snow Edition Mid-Tower Chassis (Trắng) (CA-1P5-00M6WN-00),1699000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
"Thùng máy Thermaltake The Tower 300 Hydrangea Blue Micro Tower Chassis | Xanh, sẵn 2 fan ARGB 14cm (CA-1Y4-00SFWN-00)",Thermaltake,"Thùng máy Thermaltake The Tower 300 Hydrangea Blue Micro Tower Chassis | Xanh, sẵn 2 fan ARGB 14cm (CA-1Y4-00SFWN-00)",3190000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
"Thùng máy Thermaltake The Tower 300 Micro Tower Chassis | Đen, sẵn 2 fan ARGB 14cm (CA-1Y4-00S1WN-00)",Thermaltake,"Thùng máy Thermaltake The Tower 300 Micro Tower Chassis | Đen, sẵn 2 fan ARGB 14cm (CA-1Y4-00S1WN-00)",2990000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
"Thùng máy Thermaltake The Tower 300 Snow Micro Tower Chassis | Trắng, sẵn 2 fan ARGB 14cm (CA-1Y4-00S6WN-00)",Thermaltake,"Thùng máy Thermaltake The Tower 300 Snow Micro Tower Chassis | Trắng, sẵn 2 fan ARGB 14cm (CA-1Y4-00S6WN-00)",3090000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Thermaltake Tower 300 Gravel Sand M-ATX | Sẵn 2 fan 14cm,Thermaltake,Thùng máy Thermaltake Tower 300 Gravel Sand M-ATX | Sẵn 2 fan 14cm,3699000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Thermaltake Tower 300 Peach Fuzz M-ATX | Sẵn 2 fan 14cm,Thermaltake,Thùng máy Thermaltake Tower 300 Peach Fuzz M-ATX | Sẵn 2 fan 14cm,3699000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Thermaltake View 170 TG ARGB Micro Chassis - Black | Sẵn 3 fan ARGB (CA-1Z4-00M1WN-00),Thermaltake,Thùng máy Thermaltake View 170 TG ARGB Micro Chassis - Black | Sẵn 3 fan ARGB (CA-1Z4-00M1WN-00),1189000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Thermaltake View 270 TG ARGB - Black (CA-1Y7-00M1WN-00),Thermaltake,Thùng máy Thermaltake View 270 TG ARGB - Black (CA-1Y7-00M1WN-00),1499000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Thermaltake View V250 TG ARGB Mid Tower Chassis (Đen) (CA-1Q5-00M1WN-00),Thermaltake,Thùng máy Thermaltake View V250 TG ARGB Mid Tower Chassis (Đen) (CA-1Q5-00M1WN-00),1250000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
"Thùng máy văn phòng VSP V600 | Kèm sẵn 1 fan 90mm, thép 0.8mm",VSP,"Thùng máy văn phòng VSP V600 | Kèm sẵn 1 fan 90mm, thép 0.8mm",359000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Vision V3607 (No Fan),Unknown,Thùng máy Vision V3607 (No Fan),440000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
"Thùng máy Vitra Cruise AX3 - Đen | Micro ATX, kèm sẵn 4 fan RGB",Vitra,"Thùng máy Vitra Cruise AX3 - Đen | Micro ATX, kèm sẵn 4 fan RGB",539000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy VSP Aqual X3 - Trắng | Không kèm fan,VSP,Thùng máy VSP Aqual X3 - Trắng | Không kèm fan,409000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy VSP C19 Wooden (F-Atx) (Chưa Kèm Fan) - Trắng,VSP,Thùng máy VSP C19 Wooden (F-Atx) (Chưa Kèm Fan) - Trắng,689000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy VSP E-ROG ES1 (Đen) Gaming,ASUS,Thùng máy VSP E-ROG ES1 (Đen) Gaming,769000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
"Thùng máy VSP Esport Gaming KB09 Black | Đen, Không Fan",VSP,"Thùng máy VSP Esport Gaming KB09 Black | Đen, Không Fan",329000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy VSP ESPORT ROG ES1 Gaming (No Fan) (Hồng),ASUS,Thùng máy VSP ESPORT ROG ES1 Gaming (No Fan) (Hồng),799000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy VSP ESPORT ROG ES1 Gaming (No Fan) (Trắng),ASUS,Thùng máy VSP ESPORT ROG ES1 Gaming (No Fan) (Trắng),799000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
"Thùng máy VSP Gaming FA-01 - Black | Support E-ATX, Workstation, Không kèm fan",VSP,"Thùng máy VSP Gaming FA-01 - Black | Support E-ATX, Workstation, Không kèm fan",579000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy VSP Gaming V3-601P Pink (No Fan),VSP,Thùng máy VSP Gaming V3-601P Pink (No Fan),390000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy VSP Havester-CHIA SAS-24HDD (HDD 3.5″ x 24),VSP,Thùng máy VSP Havester-CHIA SAS-24HDD (HDD 3.5″ x 24),10900000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy VSP V200 - Đen,VSP,Thùng máy VSP V200 - Đen,279000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy VSP V200 - Trắng Bạc,VSP,Thùng máy VSP V200 - Trắng Bạc,289000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy VSP V2880 | Micro ATX,VSP,Thùng máy VSP V2880 | Micro ATX,225000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy VSP V4 - Hồng | Không kèm fan,VSP,Thùng máy VSP V4 - Hồng | Không kèm fan,489000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy VSP V500 - Đen,VSP,Thùng máy VSP V500 - Đen,399000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy VSP V500 - Trắng,VSP,Thùng máy VSP V500 - Trắng,399000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
"Thùng máy VSP X3 Pro Gamer Edition Monitor - Đen, không kèm fan",VSP,"Thùng máy VSP X3 Pro Gamer Edition Monitor - Đen, không kèm fan",1079000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy VSP X7 - Black (Kính cong),VSP,Thùng máy VSP X7 - Black (Kính cong),569000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
"Thùng máy Xigmatek Alpha Meta | E-ATX, BTF Design, không kèm fan",Xigmatek,"Thùng máy Xigmatek Alpha Meta | E-ATX, BTF Design, không kèm fan",1499000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Xigmatek Alpha Pano M (Micro ATX) - Black,Xigmatek,Thùng máy Xigmatek Alpha Pano M (Micro ATX) - Black,879000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Xigmatek Alphard ATX - Đen | Kèm sẵn 3 fan (EN 43796),Xigmatek,Thùng máy Xigmatek Alphard ATX - Đen | Kèm sẵn 3 fan (EN 43796),999000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Xigmatek Alphard Micro ATX - Đen | Kèm sẵn 3 fan (EN 44090),Xigmatek,Thùng máy Xigmatek Alphard Micro ATX - Đen | Kèm sẵn 3 fan (EN 44090),799000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Xigmatek Alphard Micro ATX - Trắng | Kèm sẵn 3 fan (EN 44113),Xigmatek,Thùng máy Xigmatek Alphard Micro ATX - Trắng | Kèm sẵn 3 fan (EN 44113),849000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy XIGMATEK ANUBIS PRO 4FX E ATX (EN40771) (KÈM 04 FAN ARGB),Xigmatek,Thùng máy XIGMATEK ANUBIS PRO 4FX E ATX (EN40771) (KÈM 04 FAN ARGB),1129000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Xigmatek BLAST M (M-ATX) - Black,Xigmatek,Thùng máy Xigmatek BLAST M (M-ATX) - Black,639000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Xigmatek BLAST M (M-ATX) - White,Xigmatek,Thùng máy Xigmatek BLAST M (M-ATX) - White,679000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
"Thùng máy Xigmatek CUBI II - Black | E-ATX, BTF Design, không fan QSD",Xigmatek,"Thùng máy Xigmatek CUBI II - Black | E-ATX, BTF Design, không fan QSD",1049000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
"Thùng máy Xigmatek Cubi M - Đen | Micro ATX, không fan",Xigmatek,"Thùng máy Xigmatek Cubi M - Đen | Micro ATX, không fan",849000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Xigmatek Cubi M Nano M-ATX Black | Không kèm fan (EN 44953) QSD,Xigmatek,Thùng máy Xigmatek Cubi M Nano M-ATX Black | Không kèm fan (EN 44953) QSD,849000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Xigmatek DUO X 3F ATX - Black,Xigmatek,Thùng máy Xigmatek DUO X 3F ATX - Black,689000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Xigmatek Gaming X II 3F - Black | Kèm sẵn 3 fan RGB Fixed (EN42355),Xigmatek,Thùng máy Xigmatek Gaming X II 3F - Black | Kèm sẵn 3 fan RGB Fixed (EN42355),719000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Xigmatek MYX 3F - Black | Kèm 3 fan led,Xigmatek,Thùng máy Xigmatek MYX 3F - Black | Kèm 3 fan led,579000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Xigmatek MYX Air 3F - Black | Kèm 3 fan led,Xigmatek,Thùng máy Xigmatek MYX Air 3F - Black | Kèm 3 fan led,569000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Xigmatek Ocean M Nano Arctic M-ATX (EN 45417) (Không Kèm Fan),Xigmatek,Thùng máy Xigmatek Ocean M Nano Arctic M-ATX (EN 45417) (Không Kèm Fan),699000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Xigmatek Ocean M Nano M-ATX (EN 45400) (Không Kèm Fan) Đen,Xigmatek,Thùng máy Xigmatek Ocean M Nano M-ATX (EN 45400) (Không Kèm Fan) Đen,679000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Xigmatek Pano II ATX (Không Kèm Fan) - Đen,Xigmatek,Thùng máy Xigmatek Pano II ATX (Không Kèm Fan) - Đen,1599000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Xigmatek View II 3F M-ATX | Màu đen,Xigmatek,Thùng máy Xigmatek View II 3F M-ATX | Màu đen,559000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Xigmatek XA-20 (EN46072) (No Fan),Xigmatek,Thùng máy Xigmatek XA-20 (EN46072) (No Fan),299000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Xigmatek XA-22 (EN47567) | Không Fan,Xigmatek,Thùng máy Xigmatek XA-22 (EN47567) | Không Fan,275000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
Thùng máy Xigmatek XS-25 M-ATX (Đen),Xigmatek,Thùng máy Xigmatek XS-25 M-ATX (Đen),229000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Case
