ten_mainboard,hang,thong_so,gia_vnd,link_hinh_anh,category
"Mainboard Gigabyte H510M H V2 DDR4 | LGA 1200, mATX, 2 khe RAM",Gigabyte,"Mainboard Gigabyte H510M H V2 DDR4 | LGA 1200, mATX, 2 khe RAM",1690000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Gigabyte H610M H V3 Rev 1.0 DDR4 | LGA 1700, mATX, 2 khe RAM",Gigabyte,"Mainboard Gigabyte H610M H V3 Rev 1.0 DDR4 | LGA 1700, mATX, 2 khe RAM",1490000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Gigabyte H610M K Rev 1.0 DDR4 | LGA 1700, mATX, 2 khe RAM",Gigabyte,"Mainboard Gigabyte H610M K Rev 1.0 DDR4 | LGA 1700, mATX, 2 khe RAM",1490000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Gigabyte H810M-K DDR5 | LGA 1851, mATX, 2 khe RAM",Gigabyte,"Mainboard Gigabyte H810M-K DDR5 | LGA 1851, mATX, 2 khe RAM",2350000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Gigabyte X870 AORUS Elite ICE Wifi DDR5 | AM5, ATX, 4 khe RAM",Gigabyte,"Mainboard Gigabyte X870 AORUS Elite ICE Wifi DDR5 | AM5, ATX, 4 khe RAM",9090000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Gigabyte X870 AORUS Elite Wifi DDR5 | AM5, ATX, 4 khe RAM",Gigabyte,"Mainboard Gigabyte X870 AORUS Elite Wifi DDR5 | AM5, ATX, 4 khe RAM",8390000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Gigabyte X870 EAGLE Wifi DDR5 | AM5, ATX, 4 khe RAM",Gigabyte,"Mainboard Gigabyte X870 EAGLE Wifi DDR5 | AM5, ATX, 4 khe RAM",5490000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Gigabyte X870 Gaming Wifi DDR5 | AM5, ATX, 4 khe RAM",Gigabyte,"Mainboard Gigabyte X870 Gaming Wifi DDR5 | AM5, ATX, 4 khe RAM",5390000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Gigabyte Z690 AERO G DDR5 | LGA 1700, ATX, 4 khe RAM",Gigabyte,"Mainboard Gigabyte Z690 AERO G DDR5 | LGA 1700, ATX, 4 khe RAM",7199000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Gigabyte Z790 AORUS Elite AX Wifi DDR5 | LGA 1700, ATX, 4 khe RAM",Gigabyte,"Mainboard Gigabyte Z790 AORUS Elite AX Wifi DDR5 | LGA 1700, ATX, 4 khe RAM",5850000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Gigabyte Z790 EAGLE AX Rev 1.0 Wifi DDR5 | LGA 1700, ATX, 4 khe RAM",Gigabyte,"Mainboard Gigabyte Z790 EAGLE AX Rev 1.0 Wifi DDR5 | LGA 1700, ATX, 4 khe RAM",4890000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Gigabyte Z790 UD AX Wifi DDR5 | LGA1700, ATX, 4 khe RAM",Gigabyte,"Mainboard Gigabyte Z790 UD AX Wifi DDR5 | LGA1700, ATX, 4 khe RAM",5490000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Gigabyte Z790 UD DDR5 | LGA 1700, ATX, 4 khe RAM",Gigabyte,"Mainboard Gigabyte Z790 UD DDR5 | LGA 1700, ATX, 4 khe RAM",5099000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Gigabyte Z790M AORUS Elite AX Rev 1.0 Wifi DDR5 | LGA 1700, mATX, 4 khe RAM",Gigabyte,"Mainboard Gigabyte Z790M AORUS Elite AX Rev 1.0 Wifi DDR5 | LGA 1700, mATX, 4 khe RAM",5250000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Gigabyte Z890M AORUS Elite Wifi DDR5 | LGA 1851, mATX, 4 khe RAM",Gigabyte,"Mainboard Gigabyte Z890M AORUS Elite Wifi DDR5 | LGA 1851, mATX, 4 khe RAM",6190000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Huananzhi H610M-K DDR4 | LGA 1700, mATX, 2 khe RAM",Unknown,"Mainboard Huananzhi H610M-K DDR4 | LGA 1700, mATX, 2 khe RAM",1350000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Huananzhi H610M-VH-A DDR4 | LGA 1700, mATX, 2 khe RAM",Unknown,"Mainboard Huananzhi H610M-VH-A DDR4 | LGA 1700, mATX, 2 khe RAM",1490000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Huananzhi X99 F8D Plus DDR4 | LGA 2011, E-ATX, 4 khe RAM",Unknown,"Mainboard Huananzhi X99 F8D Plus DDR4 | LGA 2011, E-ATX, 4 khe RAM",3190000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Huananzhi X99-8D4 DDR4 | LGA 2011, ATX, 4 khe RAM",Unknown,"Mainboard Huananzhi X99-8D4 DDR4 | LGA 2011, ATX, 4 khe RAM",2090000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Huananzhi X99-F8D DDR4 | LGA 2011, ATX, 4 khe RAM",Unknown,"Mainboard Huananzhi X99-F8D DDR4 | LGA 2011, ATX, 4 khe RAM",2880000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard IC847 IC847-PLUS DDR3 | BGA 1023, BTC, 8 khe RAM",Unknown,"Mainboard IC847 IC847-PLUS DDR3 | BGA 1023, BTC, 8 khe RAM",2550000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard MSI A320M-A Pro DDR4 | AM4, mATX, 2 khe RAM",MSI,"Mainboard MSI A320M-A Pro DDR4 | AM4, mATX, 2 khe RAM",1235000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard MSI A520M-A Pro DDR4 | AM4, mATX, 2 khe RAM",MSI,"Mainboard MSI A520M-A Pro DDR4 | AM4, mATX, 2 khe RAM",1390000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard MSI B450M-A PRO MAX II DDR4 | AM4, mATX, 2 khe RAM",MSI,"Mainboard MSI B450M-A PRO MAX II DDR4 | AM4, mATX, 2 khe RAM",1490000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
Mainboard MSI B460M Pro (QSD),MSI,Mainboard MSI B460M Pro (QSD),990000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard MSI B650M Gaming Plus Wifi DDR5 | AM5, mATX, 4 khe RAM",MSI,"Mainboard MSI B650M Gaming Plus Wifi DDR5 | AM5, mATX, 4 khe RAM",3790000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard MSI B650M-P PRO DDR5 | AM5, mATX, 2 khe RAM",MSI,"Mainboard MSI B650M-P PRO DDR5 | AM5, mATX, 2 khe RAM",2950000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard MSI B760M Gaming Plus Wifi DDR4 | LGA 1700, mATX, 4 khe RAM",MSI,"Mainboard MSI B760M Gaming Plus Wifi DDR4 | LGA 1700, mATX, 4 khe RAM",3150000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard MSI B760M Gaming Plus Wifi DDR5 | LGA1700, mATX, 4 khe RAM",MSI,"Mainboard MSI B760M Gaming Plus Wifi DDR5 | LGA1700, mATX, 4 khe RAM",3590000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard MSI B760M Gaming Wifi DDR5 | LGA 1700, mATX, 4 khe RAM",MSI,"Mainboard MSI B760M Gaming Wifi DDR5 | LGA 1700, mATX, 4 khe RAM",2730000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard MSI B760M Project Zero DDR5 | LGA 1700, mATX, 2 khe RAM",MSI,"Mainboard MSI B760M Project Zero DDR5 | LGA 1700, mATX, 2 khe RAM",5090000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard MSI B760M-P DDR4 | LGA 1700, mATX, 4 khe RAM",MSI,"Mainboard MSI B760M-P DDR4 | LGA 1700, mATX, 4 khe RAM",2390000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard MSI B850 MLG EDITION DDR5 | AM5, ATX, 4 khe RAM",MSI,"Mainboard MSI B850 MLG EDITION DDR5 | AM5, ATX, 4 khe RAM",8990000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard MSI H510M-Plus II DDR4 | LGA 1200, mATX, 2 khe RAM",MSI,"Mainboard MSI H510M-Plus II DDR4 | LGA 1200, mATX, 2 khe RAM",1650000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard MSI H610M Bomber DDR4 | LGA 1700, mATX, 2 khe RAM",MSI,"Mainboard MSI H610M Bomber DDR4 | LGA 1700, mATX, 2 khe RAM",1590000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard MSI H610M PRO H610M-S Wifi DDR4 | LGA 1700, mATX, 2 khe RAM",MSI,"Mainboard MSI H610M PRO H610M-S Wifi DDR4 | LGA 1700, mATX, 2 khe RAM",1990000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard MSI MAG X870 Tomahawk Wifi DDR5 | AM5, ATX, 2 khe RAM",MSI,"Mainboard MSI MAG X870 Tomahawk Wifi DDR5 | AM5, ATX, 2 khe RAM",8490000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard MSI MEG Z890 GODLIKE DDR5 | LGA 1851, ATX, 4 khe RAM",MSI,"Mainboard MSI MEG Z890 GODLIKE DDR5 | LGA 1851, ATX, 4 khe RAM",31600000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard MSI MPG B760I Edge Wifi DDR4 | LGA1700, Mini-ITX, 2 khe RAM",MSI,"Mainboard MSI MPG B760I Edge Wifi DDR4 | LGA1700, Mini-ITX, 2 khe RAM",4479000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard MSI MPG B760I EDGE Wifi DDR5 | LGA 1700, Mini-ITX, 2 khe RAM",MSI,"Mainboard MSI MPG B760I EDGE Wifi DDR5 | LGA 1700, Mini-ITX, 2 khe RAM",4733000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard MSI MPG X870E Carbon Wifi DDR5 | AM5, ATX, 4 khe RAM",MSI,"Mainboard MSI MPG X870E Carbon Wifi DDR5 | AM5, ATX, 4 khe RAM",13490000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard MSI Pro A620AM-B EVO DDR5 | AM5, mATX, 2 khe RAM",MSI,"Mainboard MSI Pro A620AM-B EVO DDR5 | AM5, mATX, 2 khe RAM",1990000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard MSI PRO B760M-E DDR4 | LGA 1700, mATX, 2 khe RAM",MSI,"Mainboard MSI PRO B760M-E DDR4 | LGA 1700, mATX, 2 khe RAM",2190000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard MSI PRO B760M-E DDR5 | LGA 1700, mATX, 2 khe RAM",MSI,"Mainboard MSI PRO B760M-E DDR5 | LGA 1700, mATX, 2 khe RAM",2250000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard MSI PRO B760M-P DDR5 | LGA 1700, mATX, 2 khe RAM",MSI,"Mainboard MSI PRO B760M-P DDR5 | LGA 1700, mATX, 2 khe RAM",2750000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard MSI PRO H610M-E DDR4 | LGA 1700, mATX, 2 khe RAM",MSI,"Mainboard MSI PRO H610M-E DDR4 | LGA 1700, mATX, 2 khe RAM",1490000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard MSI Pro H610M-E DDR5 | LGA 1700, mATX, 2 khe RAM",MSI,"Mainboard MSI Pro H610M-E DDR5 | LGA 1700, mATX, 2 khe RAM",1850000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard MSI Pro H610M-S DDR4 | LGA 1700, mATX, 2 khe RAM",MSI,"Mainboard MSI Pro H610M-S DDR4 | LGA 1700, mATX, 2 khe RAM",1690000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard MSI PRO X870-P WIFI DDR5 | AM5, ATX, 4 khe RAM",MSI,"Mainboard MSI PRO X870-P WIFI DDR5 | AM5, ATX, 4 khe RAM",6290000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard MSI Pro Z790-P Wifi DDR4 | LGA 1700, ATX, 2 khe RAM",MSI,"Mainboard MSI Pro Z790-P Wifi DDR4 | LGA 1700, ATX, 2 khe RAM",5299000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard MSI PRO Z790-P Wifi DDR5 | LGA 1700, ATX, 2 khe RAM",MSI,"Mainboard MSI PRO Z790-P Wifi DDR5 | LGA 1700, ATX, 2 khe RAM",4999000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard MSI Z790 Gaming Plus Wifi DDR5 | LGA 1700, ATX, 4 khe RAM",MSI,"Mainboard MSI Z790 Gaming Plus Wifi DDR5 | LGA 1700, ATX, 4 khe RAM",6099000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
Mainboard MSI Z890 GAMING PLUS WIFI,MSI,Mainboard MSI Z890 GAMING PLUS WIFI,7522000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Onda D1800-BTC DDR3 | mATX, 2 khe RAM",Unknown,"Mainboard Onda D1800-BTC DDR3 | mATX, 2 khe RAM",1950000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard SAPPHIRE Pulse A620AM DDR5 | AM5, mATX, 2 khe RAM",Unknown,"Mainboard SAPPHIRE Pulse A620AM DDR5 | AM5, mATX, 2 khe RAM",2150000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard SSTC B760M GAMING PRO-H2D DDR5 | LGA 1700, mATX, 2 khe RAM",Unknown,"Mainboard SSTC B760M GAMING PRO-H2D DDR5 | LGA 1700, mATX, 2 khe RAM",1899000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard T-Wolf H610M Wifi DDR4 | LGA 1700, mATX, 2 khe RAM",Unknown,"Mainboard T-Wolf H610M Wifi DDR4 | LGA 1700, mATX, 2 khe RAM",1490000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard T-WOLF Xeon X99 TW-DU99D4 DDR4 | LGA 2011, ATX, 4 khe RAM",Unknown,"Mainboard T-WOLF Xeon X99 TW-DU99D4 DDR4 | LGA 2011, ATX, 4 khe RAM",2290000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Unika H510M.ITX DDR4 | LGA 1200, Mini-ITX, 2 khe RAM",Unknown,"Mainboard Unika H510M.ITX DDR4 | LGA 1200, Mini-ITX, 2 khe RAM",1590000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Unika H610M.666 DDR4 | LGA 1700, mATX, 2 khe RAM",Unknown,"Mainboard Unika H610M.666 DDR4 | LGA 1700, mATX, 2 khe RAM",1390000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard VSP IC8565BK DDR3 | LGA 1150, mATX, 2 khe RAM",Unknown,"Mainboard VSP IC8565BK DDR3 | LGA 1150, mATX, 2 khe RAM",1090000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard VSP X99 Q8M Pro DDR4 | LGA2011-3, E-ATX, 8 khe RAM",Unknown,"Mainboard VSP X99 Q8M Pro DDR4 | LGA2011-3, E-ATX, 8 khe RAM",2850000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
