ten_vga,hang,thong_so,gia_vnd,link_hinh_anh,category
"Card màn hình NVIDIA GeForce RTX 5060 MSI INSPIRE 2X OC | 8GB GDDR7, 3840 CUDA, 550W",NVIDIA,"Card màn hình NVIDIA GeForce RTX 5060 MSI INSPIRE 2X OC | 8GB GDDR7, 3840 CUDA, 550W",9990000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,VGA
"Card màn hình NVIDIA GeForce RTX 5060 MSI SHADOW 2X OC | 8GB GDDR7, 3840 CUDA, 550W",NVIDIA,"Card màn hình NVIDIA GeForce RTX 5060 MSI SHADOW 2X OC | 8GB GDDR7, 3840 CUDA, 550W",8990000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,VGA
"Card màn hình NVIDIA GeForce RTX 5060 MSI VENTUS 2X OC | 8GB GDDR7, 3840 CUDA, 550W",NVIDIA,"Card màn hình NVIDIA GeForce RTX 5060 MSI VENTUS 2X OC | 8GB GDDR7, 3840 CUDA, 550W",9390000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,VGA
"Card màn hình NVIDIA GeForce RTX 5060 MSI VENTUS 2X WHITE OC | 8GB GDDR7, 3840 CUDA, 550W",NVIDIA,"Card màn hình NVIDIA GeForce RTX 5060 MSI VENTUS 2X WHITE OC | 8GB GDDR7, 3840 CUDA, 550W",9390000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,VGA
"Card màn hình NVIDIA GeForce RTX 5060 Ti ASUS Dual OC | 16GB GDDR7, 4608 CUDA, 550W",NVIDIA,"Card màn hình NVIDIA GeForce RTX 5060 Ti ASUS Dual OC | 16GB GDDR7, 4608 CUDA, 550W",17990000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,VGA
"Card màn hình NVIDIA GeForce RTX 5060 Ti Colorful Battle AX Duo | 16GB GDDR7, 4608 CUDA, 600W",NVIDIA,"Card màn hình NVIDIA GeForce RTX 5060 Ti Colorful Battle AX Duo | 16GB GDDR7, 4608 CUDA, 600W",16590000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,VGA
"Card màn hình NVIDIA GeForce RTX 5060 Ti Colorful iGame Ultra W DUO OC | 8GB GDDR7, 4608 CUDA, 600W",NVIDIA,"Card màn hình NVIDIA GeForce RTX 5060 Ti Colorful iGame Ultra W DUO OC | 8GB GDDR7, 4608 CUDA, 600W",12790000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,VGA
"Card màn hình NVIDIA GeForce RTX 5060 Ti Colorful iGame Ultra W OC | 8GB GDDR7, 4608 CUDA, 600W",NVIDIA,"Card màn hình NVIDIA GeForce RTX 5060 Ti Colorful iGame Ultra W OC | 8GB GDDR7, 4608 CUDA, 600W",13890000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,VGA
"Card màn hình NVIDIA GeForce RTX 5060 Ti Gigabyte WINDFORCE OC | 16GB GDDR7, 4608 CUDA, 650W",NVIDIA,"Card màn hình NVIDIA GeForce RTX 5060 Ti Gigabyte WINDFORCE OC | 16GB GDDR7, 4608 CUDA, 650W",17990000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,VGA
"Card màn hình NVIDIA GeForce RTX 5060 Ti INNO3D Twin X2 OC White OC | 8GB GDDR7, 4608 CUDA, 650W",NVIDIA,"Card màn hình NVIDIA GeForce RTX 5060 Ti INNO3D Twin X2 OC White OC | 8GB GDDR7, 4608 CUDA, 650W",12290000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,VGA
"Card màn hình NVIDIA GeForce RTX 5060 Ti INNO3D Twin X2 OC | 8GB GDDR7, 4608 CUDA, 650W",NVIDIA,"Card màn hình NVIDIA GeForce RTX 5060 Ti INNO3D Twin X2 OC | 8GB GDDR7, 4608 CUDA, 650W",12290000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,VGA
"Card màn hình NVIDIA GeForce RTX 5060 Ti INNO3D Twin X2 | 16GB GDDR7, 4608 CUDA, 650W",NVIDIA,"Card màn hình NVIDIA GeForce RTX 5060 Ti INNO3D Twin X2 | 16GB GDDR7, 4608 CUDA, 650W",15590000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,VGA
"Card màn hình NVIDIA GeForce RTX 5060 Ti INNO3D Twin X2 | 8GB GDDR7, 4608 CUDA, 650W",NVIDIA,"Card màn hình NVIDIA GeForce RTX 5060 Ti INNO3D Twin X2 | 8GB GDDR7, 4608 CUDA, 650W",11490000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,VGA
"Card màn hình NVIDIA GeForce RTX 5060 Ti MSI INSPIRE 2X OC | 8GB GDDR7, 4608 CUDA, 550W",NVIDIA,"Card màn hình NVIDIA GeForce RTX 5060 Ti MSI INSPIRE 2X OC | 8GB GDDR7, 4608 CUDA, 550W",13390000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,VGA
"Card màn hình NVIDIA GeForce RTX 5060 Ti MSI VENTUS 2X PLUS OC | 16GB GDDR7, 4608 CUDA, 600W",NVIDIA,"Card màn hình NVIDIA GeForce RTX 5060 Ti MSI VENTUS 2X PLUS OC | 16GB GDDR7, 4608 CUDA, 600W",16390000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,VGA
"Card màn hình NVIDIA GeForce RTX 5060 Ti MSI VENTUS 2X PLUS OC | 8GB GDDR7, 4608 CUDA, 600W",NVIDIA,"Card màn hình NVIDIA GeForce RTX 5060 Ti MSI VENTUS 2X PLUS OC | 8GB GDDR7, 4608 CUDA, 600W",12790000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,VGA
"Card màn hình NVIDIA GeForce RTX 5060 Ti MSI VENTUS 2X PLUS | 8GB GDDR7, 4608 CUDA, 600W",NVIDIA,"Card màn hình NVIDIA GeForce RTX 5060 Ti MSI VENTUS 2X PLUS | 8GB GDDR7, 4608 CUDA, 600W",10590000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,VGA
"Card màn hình NVIDIA GeForce RTX 5060 Ti Palit Infinity 3 | 16GB GDDR7, 4608 CUDA, 600W",NVIDIA,"Card màn hình NVIDIA GeForce RTX 5060 Ti Palit Infinity 3 | 16GB GDDR7, 4608 CUDA, 600W",16290000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,VGA
"Card màn hình NVIDIA GeForce RTX 5060 Ti ZOTAC Twin Edge OC | 8GB GDDR7, 4608 CUDA, 600W",NVIDIA,"Card màn hình NVIDIA GeForce RTX 5060 Ti ZOTAC Twin Edge OC | 8GB GDDR7, 4608 CUDA, 600W",11390000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,VGA
"Card màn hình NVIDIA GeForce RTX 5060 Ti ZOTAC Twin Edge | 16GB GDDR7, 4608 CUDA, 600W",NVIDIA,"Card màn hình NVIDIA GeForce RTX 5060 Ti ZOTAC Twin Edge | 16GB GDDR7, 4608 CUDA, 600W",15890000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,VGA
"Card màn hình NVIDIA GeForce RTX 5060 Ti ZOTAC Twin Edge | 8GB GDDR7, 4608 CUDA, 600W",NVIDIA,"Card màn hình NVIDIA GeForce RTX 5060 Ti ZOTAC Twin Edge | 8GB GDDR7, 4608 CUDA, 600W",11390000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,VGA
"Card màn hình NVIDIA GeForce RTX 5060 ZOTAC Twin Edge OC | 8GB GDDR7, 3840 CUDA, 550W",NVIDIA,"Card màn hình NVIDIA GeForce RTX 5060 ZOTAC Twin Edge OC | 8GB GDDR7, 3840 CUDA, 550W",8890000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,VGA
"Card màn hình NVIDIA GeForce RTX 5070 Colorful iGame Ultra W OC | 12GB GDDR7, 6144 CUDA, 650W",NVIDIA,"Card màn hình NVIDIA GeForce RTX 5070 Colorful iGame Ultra W OC | 12GB GDDR7, 6144 CUDA, 650W",19990000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,VGA
"Card màn hình NVIDIA GeForce RTX 5070 Colorful NB EX | 12GB GDDR7, 6144 CUDA, 650W",NVIDIA,"Card màn hình NVIDIA GeForce RTX 5070 Colorful NB EX | 12GB GDDR7, 6144 CUDA, 650W",17890000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,VGA
"Card màn hình NVIDIA GeForce RTX 5070 GALAX EX Gamer 1-Click White OC | 12GB GDDR7, 6144 CUDA, 650W",NVIDIA,"Card màn hình NVIDIA GeForce RTX 5070 GALAX EX Gamer 1-Click White OC | 12GB GDDR7, 6144 CUDA, 650W",18990000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,VGA
"Card màn hình NVIDIA GeForce RTX 5070 Gigabyte AERO OC | 12GB GDDR7, 6144 CUDA, 750W",NVIDIA,"Card màn hình NVIDIA GeForce RTX 5070 Gigabyte AERO OC | 12GB GDDR7, 6144 CUDA, 750W",19990000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,VGA
"Card màn hình NVIDIA GeForce RTX 5070 Gigabyte GAMING OC | 12GB GDDR7, 6144 CUDA, 750W",NVIDIA,"Card màn hình NVIDIA GeForce RTX 5070 Gigabyte GAMING OC | 12GB GDDR7, 6144 CUDA, 750W",24390000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,VGA
"Card màn hình NVIDIA GeForce RTX 5070 INNO3D TWIN X2 OC WHITE OC | 12GB GDDR7, 6144 CUDA, 650W",NVIDIA,"Card màn hình NVIDIA GeForce RTX 5070 INNO3D TWIN X2 OC WHITE OC | 12GB GDDR7, 6144 CUDA, 650W",18190000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,VGA
"Card màn hình NVIDIA GeForce RTX 5070 INNO3D TWIN X2 OC | 12GB GDDR7, 6144 CUDA, 650W",NVIDIA,"Card màn hình NVIDIA GeForce RTX 5070 INNO3D TWIN X2 OC | 12GB GDDR7, 6144 CUDA, 650W",16490000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,VGA
"Card màn hình NVIDIA GeForce RTX 5070 INNO3D TWIN X2 | 12GB GDDR7, 6144 CUDA, 650W",NVIDIA,"Card màn hình NVIDIA GeForce RTX 5070 INNO3D TWIN X2 | 12GB GDDR7, 6144 CUDA, 650W",16990000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,VGA
"Card màn hình NVIDIA GeForce RTX 5070 MSI INSPIRE 3X OC | 12GB GDDR7, 6144 CUDA, 650W",NVIDIA,"Card màn hình NVIDIA GeForce RTX 5070 MSI INSPIRE 3X OC | 12GB GDDR7, 6144 CUDA, 650W",19390000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,VGA
"Card màn hình NVIDIA GeForce RTX 5070 MSI SHADOW 3X OC | 12GB GDDR7, 6144 CUDA, 650W",NVIDIA,"Card màn hình NVIDIA GeForce RTX 5070 MSI SHADOW 3X OC | 12GB GDDR7, 6144 CUDA, 650W",19090000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,VGA
"Card màn hình NVIDIA GeForce RTX 5070 MSI VANGUARD SOC | 12GB GDDR7, 6144 CUDA, 650W",NVIDIA,"Card màn hình NVIDIA GeForce RTX 5070 MSI VANGUARD SOC | 12GB GDDR7, 6144 CUDA, 650W",21590000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,VGA
"Card màn hình NVIDIA GeForce RTX 5070 MSI VENTUS 2X OC | 12GB GDDR7, 6144 CUDA, 650W",NVIDIA,"Card màn hình NVIDIA GeForce RTX 5070 MSI VENTUS 2X OC | 12GB GDDR7, 6144 CUDA, 650W",18990000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,VGA
"Card màn hình NVIDIA GeForce RTX 5070 MSI VENTUS 3X OC | 12GB GDDR7, 6144 CUDA, 650W",NVIDIA,"Card màn hình NVIDIA GeForce RTX 5070 MSI VENTUS 3X OC | 12GB GDDR7, 6144 CUDA, 650W",19590000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,VGA
"Card màn hình NVIDIA GeForce RTX 5070 Palit Gaming Pro | 12GB GDDR7, 6144 CUDA, 650W",NVIDIA,"Card màn hình NVIDIA GeForce RTX 5070 Palit Gaming Pro | 12GB GDDR7, 6144 CUDA, 650W",17550000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,VGA
"Card màn hình NVIDIA GeForce RTX 5070 Ti Gigabyte Eagle OC | 16GB GDDR7, 8960 CUDA, 750W",NVIDIA,"Card màn hình NVIDIA GeForce RTX 5070 Ti Gigabyte Eagle OC | 16GB GDDR7, 8960 CUDA, 750W",26490000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,VGA
"Card màn hình NVIDIA GeForce RTX 5070 Ti Gigabyte WINDFORCE OC SFF OC | 16GB GDDR7, 8960 CUDA, 750W",NVIDIA,"Card màn hình NVIDIA GeForce RTX 5070 Ti Gigabyte WINDFORCE OC SFF OC | 16GB GDDR7, 8960 CUDA, 750W",26490000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,VGA
"Card màn hình NVIDIA GeForce RTX 5070 Ti INNO3D iCHILL X3 OC | 16GB GDDR7, 8960 CUDA, 800W",NVIDIA,"Card màn hình NVIDIA GeForce RTX 5070 Ti INNO3D iCHILL X3 OC | 16GB GDDR7, 8960 CUDA, 800W",26690000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,VGA
"Card màn hình NVIDIA GeForce RTX 5070 Ti INNO3D X3 OC | 16GB GDDR7, 8960 CUDA, 750W",NVIDIA,"Card màn hình NVIDIA GeForce RTX 5070 Ti INNO3D X3 OC | 16GB GDDR7, 8960 CUDA, 750W",25690000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,VGA
"Card màn hình NVIDIA GeForce RTX 5070 Ti MSI Ventus 3X OC | 16GB GDDR7, 8960 CUDA, 750W",NVIDIA,"Card màn hình NVIDIA GeForce RTX 5070 Ti MSI Ventus 3X OC | 16GB GDDR7, 8960 CUDA, 750W",29990000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,VGA
"Card màn hình NVIDIA GeForce RTX 5070 Ti ZOTAC AMP Extreme INFINITY | 16GB GDDR7, 8960 CUDA, 750W",NVIDIA,"Card màn hình NVIDIA GeForce RTX 5070 Ti ZOTAC AMP Extreme INFINITY | 16GB GDDR7, 8960 CUDA, 750W",29990000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,VGA
"Card màn hình NVIDIA GeForce RTX 5070 ZOTAC SOLID OC | 12GB GDDR7, 6144 CUDA, 650W",NVIDIA,"Card màn hình NVIDIA GeForce RTX 5070 ZOTAC SOLID OC | 12GB GDDR7, 6144 CUDA, 650W",22290000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,VGA
"Card màn hình NVIDIA GeForce RTX 5080 Colorful iGame Ultra W OC | 16GB GDDR7, 10752 CUDA, 850W",NVIDIA,"Card màn hình NVIDIA GeForce RTX 5080 Colorful iGame Ultra W OC | 16GB GDDR7, 10752 CUDA, 850W",35990000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,VGA
"Card màn hình NVIDIA GeForce RTX 5080 Gigabyte GAMING OC | 16GB GDDR7, 10752 CUDA, 850W",NVIDIA,"Card màn hình NVIDIA GeForce RTX 5080 Gigabyte GAMING OC | 16GB GDDR7, 10752 CUDA, 850W",41690000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,VGA
"Card màn hình NVIDIA GeForce RTX 5080 Gigabyte WINDFORCE OC SFF OC | 16GB GDDR7, 10752 CUDA, 850W",NVIDIA,"Card màn hình NVIDIA GeForce RTX 5080 Gigabyte WINDFORCE OC SFF OC | 16GB GDDR7, 10752 CUDA, 850W",38990000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,VGA
"Card màn hình NVIDIA GeForce RTX 5080 INNO3D X3 OC | 16GB GDDR7, 10752 CUDA, 850W",NVIDIA,"Card màn hình NVIDIA GeForce RTX 5080 INNO3D X3 OC | 16GB GDDR7, 10752 CUDA, 850W",33490000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,VGA
"Card màn hình NVIDIA GeForce RTX 5080 PNY Triple Fan | 16GB GDDR7, 10752 CUDA, 850W",NVIDIA,"Card màn hình NVIDIA GeForce RTX 5080 PNY Triple Fan | 16GB GDDR7, 10752 CUDA, 850W",34700000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,VGA
"Card màn hình NVIDIA GeForce RTX 5080 ZOTAC AMP Extreme INFINITY | 16GB GDDR7, 10752 CUDA, 850W",NVIDIA,"Card màn hình NVIDIA GeForce RTX 5080 ZOTAC AMP Extreme INFINITY | 16GB GDDR7, 10752 CUDA, 850W",38290000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,VGA
"Card màn hình NVIDIA GeForce RTX 5080 ZOTAC SOLID OC | 16GB GDDR7, 10752 CUDA, 850W",NVIDIA,"Card màn hình NVIDIA GeForce RTX 5080 ZOTAC SOLID OC | 16GB GDDR7, 10752 CUDA, 850W",36490000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,VGA
"Card màn hình NVIDIA GeForce RTX 5080 ZOTAC SOLID White Edition OC | 16GB GDDR7, 10752 CUDA, 850W",NVIDIA,"Card màn hình NVIDIA GeForce RTX 5080 ZOTAC SOLID White Edition OC | 16GB GDDR7, 10752 CUDA, 850W",36990000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,VGA
"Card màn hình NVIDIA GeForce RTX 5090 Gigabyte GAMING OC | 32GB GDDR7, 21760 CUDA, 1000W",NVIDIA,"Card màn hình NVIDIA GeForce RTX 5090 Gigabyte GAMING OC | 32GB GDDR7, 21760 CUDA, 1000W",125000000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,VGA
"Card màn hình NVIDIA GeForce RTX 5090 MSI GAMING TRIO OC | 32GB GDDR7, 21760 CUDA, 1000W",NVIDIA,"Card màn hình NVIDIA GeForce RTX 5090 MSI GAMING TRIO OC | 32GB GDDR7, 21760 CUDA, 1000W",119000000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,VGA
"Card màn hình NVIDIA GeForce RTX 5090 MSI VENTUS 3X OC | 32GB GDDR7, 21760 CUDA, 1000W",NVIDIA,"Card màn hình NVIDIA GeForce RTX 5090 MSI VENTUS 3X OC | 32GB GDDR7, 21760 CUDA, 1000W",102900000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,VGA
Card màn hình NVIDIA Quadro T400 4GB 1Fan GDDR6,NVIDIA,Card màn hình NVIDIA Quadro T400 4GB 1Fan GDDR6,4390000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,VGA
"Card màn hình NVIDIA RTX 4500 Ada Generation RTX 4500 Ada | 24GB GDDR6, 7680 CUDA,",NVIDIA,"Card màn hình NVIDIA RTX 4500 Ada Generation RTX 4500 Ada | 24GB GDDR6, 7680 CUDA,",72900000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,VGA
"Card màn hình NVIDIA RTX A1000 Qleadtek Quadro RTX A1000 | 8GB GDDR6, 2304 CUDA,",NVIDIA,"Card màn hình NVIDIA RTX A1000 Qleadtek Quadro RTX A1000 | 8GB GDDR6, 2304 CUDA,",12990000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,VGA
"Card màn hình NVIDIA RTX A2000 Ada Generation Qleadtek Quadro RTX 2000 Ada | 16GB GDDR6, 2816 CUDA,",NVIDIA,"Card màn hình NVIDIA RTX A2000 Ada Generation Qleadtek Quadro RTX 2000 Ada | 16GB GDDR6, 2816 CUDA,",20490000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,VGA
"Card màn hình NVIDIA T1000 Quadro T1000 | 4GB GDDR6, 896 CUDA,",NVIDIA,"Card màn hình NVIDIA T1000 Quadro T1000 | 4GB GDDR6, 896 CUDA,",8890000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,VGA
Card màn hình Qleadtek Quadro NVIDIA RTX A400 4GB GDDR6,NVIDIA,Card màn hình Qleadtek Quadro NVIDIA RTX A400 4GB GDDR6,5590000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,VGA
"Card màn hình Radeon RX 9060 XT Gigabyte Gaming OC | 8GB GDDR6, 2048, 450W",AMD,"Card màn hình Radeon RX 9060 XT Gigabyte Gaming OC | 8GB GDDR6, 2048, 450W",9690000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,VGA
Card màn hình SAPPHIRE PURE RX 9070 XT GPU,AMD,Card màn hình SAPPHIRE PURE RX 9070 XT GPU,21790000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,VGA
Card màn hình T-Wolf GTX 750Ti 4GB GDDR5,NVIDIA,Card màn hình T-Wolf GTX 750Ti 4GB GDDR5,1890000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,VGA
"Card màn hình Turing TU116-100 Gigabyte CMP 30HX | 6GB GDDR6, 3584, 450W",Gigabyte,"Card màn hình Turing TU116-100 Gigabyte CMP 30HX | 6GB GDDR6, 3584, 450W",3490000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,VGA
